"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3280","TC01 - Valid Registration","firefox","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3572","TC03 - Verify Account Number Visible","webkit","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","120210","TC06 - Invalid Amount","webkit","2026-06-04","broken","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4124","TC01 - Valid bill Payment","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3001","TC01 - Open Savings Account","chromium","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","5238","TC15 - UI Validation","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4949","TC09 - Transaction ID Field Visibility","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4678","TC03 - Transfer Page Visibility","webkit","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","3631","TC06 - Verify Dynamic Balance Validation","webkit","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","1437","TC12 - Complete Registration Flow","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","4921","TC05 - Search By Amount","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4815","TC02 - Invalid Transaction ID","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4217","TC05 - Search By Amount","chromium","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","120209","TC13 - Session Persistence Validation","webkit","2026-06-04","broken","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","2774","TC14 - Workflow Validation","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","450","TC14 - Login Page Refresh Validation","chromium","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","1342","TC03 - Empty Fields Validation","firefox","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","2837","TC08 - Verify Transaction Link Visibility","chromium","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","4750","TC05 - Account Number Visibility","firefox","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","5009","TC17 - Verify Send Payment Button Enabled","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","4432","TC10 - Loan Approval Validation","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","2434","TC06 - Open Account Workflow","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","2758","TC13 - UI Validation","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","120054","TC03 - Search By Date","chromium","2026-06-04","broken","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4203","TC15 - Multiple Transfer Execution","chromium","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","120210","TC03 - Empty Loan Amount","webkit","2026-06-04","broken","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","4825","TC06 - From Account","webkit","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","4066","TC11 - Date Field Visibility","chromium","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","120049","TC14 - Unauthorized Access Validation","chromium","2026-06-04","broken","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","3353","TC13 - UI Validation","firefox","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","1029","TC04 - Empty Credentials","webkit","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","2821","TC02 - decimal Amount payment","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","2739","TC03 - Empty Loan Amount","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","3488","TC05 - Account Number Visibility","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","4590","TC02 - Duplicate Username","firefox","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","4066","TC14 - New Account ID Validation","firefox","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","1185","TC03 - Empty Fields Validation","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","2750","TC05 - Account Number","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","1290","TC14 - Registration Page Title Validation","firefox","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","5527","TC07 - To Account","firefox","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","4172","TC17 - Verify Find Transactions Page Title","chromium","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","2975","TC16 - Verify All Input Fields Visible","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","4607","TC04 - Multiple Accounts Creation","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","4775","TC12 - Transfer Workflow","webkit","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","4606","TC11 - Session Persistence Validation","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","833","TC11 - Unauthorized Access Validation","webkit","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","2063","TC11 - Username Validation","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","965","TC02 - Invalid Login","firefox","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","4359","TC05 - Account Number","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","6476","TC01 - Search By Valid Transaction ID","firefox","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","120054","TC13 - Workflow Validation","chromium","2026-06-04","broken","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3326","TC02 - Duplicate Username","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","2756","TC06 - Bill Pay Page Visibility","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3416","TC01 - Open Savings Account","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","3473","TC07 - Send Payment Button","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","2084","TC10 - Invalid SSN Validation","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3561","TC01 - Valid Loan Request","webkit","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","4136","TC04 - Invalid Down Payment","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","1555","TC13 - UI Validation","chromium","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","950","TC14 - Login Page Refresh Validation","webkit","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","4315","TC14 - Workflow Validation","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","1122","TC04 - Empty Credentials","firefox","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","1534","TC12 - Concurrent Login Validation","chromium","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","3481","TC10 - Session Persistence Validation","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3839","TC02 - Open Current Account","firefox","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","7323","TC05 - Search By Amount","firefox","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4221","TC07 - Empty Transaction Search","chromium","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","3922","TC05 - Verify Account Details Navigation","webkit","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","2315","TC03 - Account Type Dropdown Validation","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","2299","TC13 - UI Validation","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","3789","TC13 - Verify Balance Format","firefox","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","4002","TC06 - From Account","chromium","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","2790","TC10 - Loan Approval Validation","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","2911","TC04 - Payee Name Visibility","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","2722","TC18 - Verify Bill Pay Form Fields Visibility","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","1403","TC11 - Username Validation","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","1148","TC15 - Registration Form Reset Validation","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3749","TC01 - Valid bill Payment","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3951","TC09 - Bill Payment Confirmation","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3863","TC02 - Verify Account Balance Visible","webkit","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","3607","TC03 - Empty Amount Validation","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","4093","TC01 - Search By Valid Transaction ID","chromium","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","3318","TC05 - Invalid Phone Validation","firefox","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","2888","TC11 - Session Persistence Validation","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","3913","TC08 - Verify Transaction Link Visibility","firefox","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","3697","TC06 - Loan Request Page Visibility","webkit","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","6658","TC04 - Invalid Date Format","firefox","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","3564","TC08 - Verify Transaction Link Visibility","webkit","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","3845","TC15 - Verify Account Overview Workflow","firefox","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","2134","TC12 - Complete Registration Flow","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","4280","TC12 - Unauthorized Access Validation","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","4921","TC04 - Invalid Date Format","chromium","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","1538","TC07 - Unauthorized Access Validation","chromium","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","2557","TC13 - Duplicate Phone Number Validation","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","840","TC10 - Remember Me Validation","chromium","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","5757","TC12 - Transfer Workflow","firefox","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","3921","TC10 - Session Persistence Validation","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","1","TC08 - Multiple Login Attempts","firefox","2026-06-04","skipped","2026-06-04","","authentication/authentication.spec.js","",""
"","3582","TC10 - Verify Session Persistence","webkit","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","3442","TC08 - Amount Field Visibility","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","6726","TC10 - Amount Field Visibility","firefox","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","4054","TC09 - Apply Button Visibility","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","4475","TC17 - Verify Send Payment Button Enabled","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3837","TC04 - Multiple Accounts Creation","chromium","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","5080","TC10 - Unauthorized Access Validation","webkit","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","2789","TC12 - Verify Account Synchronization","chromium","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","5211","TC17 - Verify Find Transactions Page Title","firefox","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","3511","TC02 - Invalid Loan Amount","webkit","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","3454","TC05 - Account Number","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","6543","TC09 - Browser Back Validation","webkit","2026-06-04","failed","2026-06-04","","authentication/authentication.spec.js","",""
"","786","TC01 - Valid Login","chromium","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","2925","TC02 - Verify Account Balance Visible","chromium","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","2054","TC08 - Special Characters Validation","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3842","TC03 - Verify Account Number Visible","firefox","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","3216","TC05 - Empty Down Payment","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","4488","TC04 - Transfer Page Visibility","chromium","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","4335","TC08 - Amount Field Visibility","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","2898","TC06 - Loan Request Page Visibility","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","4274","TC12 - Current Account Synchronization","firefox","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","2757","TC11 - Verify Unauthorized Access","chromium","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","402","TC07 - Password Masking Validation","chromium","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","758","TC07 - Mandatory Fields Validation","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3512","TC14 - Bill Pay URL Validation","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","2823","TC09 - Verify Accounts Overview URL","chromium","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","504","TC14 - Registration Page Title Validation","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","1142","TC11 - Unauthorized Access Validation","firefox","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","5695","TC07 - Empty Transaction Search","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","2804","TC08 - Session Persistence Validation","chromium","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","6524","TC02 - Invalid Transaction ID","firefox","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","3903","TC18 - Verify Transfer Funds Page Title","chromium","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","384","TC11 - Unauthorized Access Validation","chromium","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","2947","TC09 - Open Account Button Visibility","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","3974","TC15 - Loan Request URL Validation","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","2819","TC17 - Verify Send Payment Button Enabled","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3680","TC16 - Verify All Input Fields Visible","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","3692","TC16 - Open Account Page Heading Validation","firefox","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","1","TC16 - Negative Amount Transfer","webkit","2026-06-04","skipped","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","2571","TC15 - Open Account Navigation Validation","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","1438","TC10 - Remember Me Validation","firefox","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","6527","TC04 - Transfer Page Visibility","firefox","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","4053","TC09 - Session Persistence Validation","chromium","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","4564","TC01 - Valid Loan Request","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","120052","TC04 - Invalid Down Payment","chromium","2026-06-04","broken","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","4038","TC06 - Loan Request Page Visibility","firefox","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","3398","TC12 - Current Account Synchronization","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","5062","TC10 - Amount Field Visibility","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","5102","TC02 - Decimal Amount Transfer","firefox","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","3407","TC07 - Loan Amount Field Visibility","webkit","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","2037","TC09 - Long Input Validation","webkit","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3973","TC07 - To Account","chromium","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","1587","TC10 - From Account Dropdown Validation","chromium","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","2757","TC02 - Invalid Loan Amount","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","1545","TC03 - Logout Validation","firefox","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","888","TC03 - Logout Validation","chromium","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","2734","TC02 - Open Current Account","chromium","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","6402","TC17 - Large Amount Transfer","firefox","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","3562","TC09 - Bill Payment Confirmation","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","6117","TC14 - Page Refresh Validation","chromium","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","120058","TC15 - Loan Request URL Validation","chromium","2026-06-04","broken","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","2692","TC02 - Duplicate Username","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3712","TC08 - Session Persistence Validation","webkit","2026-06-04","passed","2026-06-04","Open Account Module","openAccount/openAccount.spec.js","",""
"","1421","TC08 - Special Characters Validation","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","4083","TC05 - Verify Account Details Navigation","firefox","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","1175","TC01 - Valid Login","webkit","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","4668","TC07 - To Account","webkit","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","5164","TC08 - Find Transactions Page Visibility","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","2902","TC03 - Verify Account Number Visible","chromium","2026-06-04","passed","2026-06-04","Accounts Overview Module","accountOverview/accountOverview.spec.js","",""
"","5061","TC06 - From Account","firefox","2026-06-04","passed","2026-06-04","Transfer Funds Module","transferFunds/transferFunds.spec.js","",""
"","6353","TC14 - Unauthorized Access Validation","webkit","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","2091","TC13 - Direct URL Access After Logout","firefox","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","4206","TC02 - Invalid Transaction ID","chromium","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","2886","TC10 - Session Persistence Validation","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","4649","TC11 - Unauthorized Access Validation","firefox","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","5119","TC16 - Date Range Fields Visibility","firefox","2026-06-04","passed","2026-06-04","Find Transactions Module","findTransactions/findTransactions.spec.js","",""
"","3746","TC15 - Loan Request URL Validation","webkit","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","2820","TC09 - Apply Button Visibility","chromium","2026-06-04","passed","2026-06-04","Loan Request Module","loanRequest/loanRequest.spec.js","",""
"","3256","TC06 - Invalid ZIP Code","firefox","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","1428","TC03 - Logout Validation","webkit","2026-06-04","passed","2026-06-04","","authentication/authentication.spec.js","",""
"","2805","TC09 - Bill Payment Confirmation","chromium","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
"","1441","TC05 - Invalid Phone Validation","chromium","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3071","TC11 - Username Validation","firefox","2026-06-04","passed","2026-06-04","Registration Module","registration/registration.spec.js","",""
"","3409","TC04 - Payee Name Visibility","webkit","2026-06-04","passed","2026-06-04","Bill Pay Module","billPay/billPay.spec.js","",""
